N_communes;N_pop;D_pop;N_kids;W_pop;N_retired;N_foreigners;Natural_growth;N_wedding;N_death;Prop_fam;M_home;S_primary;S_tertiary;N_nlog;N_indivihome;little_house;N_social;N_cinema;Migratory_balance
Denens;742.00;224.80;150.00;453.00;139.00;138.00;3.00;2.00;4.00;5.80;2.49;12.00;29.00;2.00;64.90;46.50;10.00;0.00;-4.00
Denges;1725.00;1039.20;355.00;1155.00;215.00;541.00;11.00;7.00;3.00;5.80;2.31;X;111.00;70.00;66.80;45.90;30.00;0.00;62.40
Echandens;2735.00;704.90;559.00;1613.00;563.00;813.00;-4.00;12.00;21.00;5.50;2.24;7.00;154.00;3.00;65.60;44.50;45.00;0.00;-3.70
Echichens;3127.00;235.60;730.00;1846.00;551.00;643.00;-8.00;14.00;49.00;7.50;2.53;31.00;115.00;17.00;55.70;47.90;43.00;0.00;22.90
Ecublens (VD);13157.00;2300.20;2824.00;8379.00;1954.00;6211.00;38.00;31.00;109.00;5.40;2.25;6.00;678.00;3.00;44.40;56.90;464.00;0.00;-1.80
Etoy;2906.00;590.70;640.00;1861.00;405.00;926.00;-16.00;4.00;30.00;5.90;2.54;17.00;276.00;0.00;59.20;47.30;52.00;0.00;-2.70
Lavigny;1006.00;251.50;252.00;613.00;141.00;256.00;4.00;1.00;3.00;6.70;2.65;10.00;44.00;3.00;60.50;49.80;18.00;0.00;16.10
Lonay;2675.00;719.10;550.00;1590.00;535.00;592.00;-35.00;4.00;49.00;7.10;2.40;10.00;216.00;0.00;65.30;43.30;33.00;0.00;12.70
Lully (VD);823.00;401.50;208.00;482.00;133.00;115.00;10.00;1.00;1.00;8.40;2.66;5.00;63.00;0.00;70.10;38.90;X;0.00;-6.10
Lussy-sur-Morges;722.00;308.50;190.00;395.00;137.00;147.00;-8.00;1.00;13.00;8.80;2.60;6.00;38.00;6.00;70.50;35.60;X;0.00;56.50
Morges;16101.00;4203.90;2962.00;9948.00;3191.00;5829.00;19.00;48.00;159.00;3.20;2.02;6.00;1293.00;169.00;37.40;56.10;570.00;1.00;15.20
Préverenges;5242.00;2803.20;1164.00;3131.00;947.00;1642.00;26.00;11.00;24.00;4.30;2.27;X;259.00;0.00;49.20;64.60;113.00;0.00;-5.50
Reverolle;412.00;349.20;110.00;257.00;45.00;63.00;4.00;1.00;3.00;7.00;2.59;9.00;22.00;0.00;57.00;41.80;X;0.00;-12.20
Romanel-sur-Morges;467.00;265.30;89.00;294.00;84.00;72.00;3.00;0.00;2.00;4.90;2.52;4.00;66.00;0.00;71.20;43.80;X;0.00;-2.20
Saint-Prex;5855.00;1056.90;1342.00;3608.00;905.00;2165.00;35.00;9.00;25.00;4.30;2.28;17.00;286.00;31.00;45.90;57.80;139.00;0.00;10.00
Saint-Sulpice (VD);4914.00;2641.90;1107.00;2967.00;840.00;2364.00;31.00;21.00;23.00;3.30;2.11;X;299.00;17.00;48.20;48.70;48.00;0.00;33.70
Tolochenaz;1892.00;1189.90;441.00;1163.00;288.00;547.00;6.00;4.00;11.00;5.00;2.34;X;117.00;0.00;63.40;56.40;49.00;0.00;-10.50
Vaux-sur-Morges;194.00;92.40;49.00;106.00;39.00;41.00;1.00;1.00;0.00;16.70;3.22;9.00;5.00;0.00;58.20;16.90;X;0.00;-25.60
Villars-Sainte-Croix;960.00;581.80;196.00;608.00;156.00;237.00;-2.00;5.00;9.00;6.70;2.56;X;102.00;0.00;52.40;53.40;8.00;0.00;-8.30
Villars-sous-Yens;612.00;201.30;129.00;399.00;84.00;117.00;4.00;3.00;0.00;5.20;2.44;11.00;28.00;6.00;62.30;59.30;X;0.00;9.90
Vufflens-le-Château;872.00;407.50;211.00;525.00;136.00;183.00;4.00;5.00;4.00;7.70;2.69;4.00;44.00;2.00;76.30;38.30;X;0.00;-17.10
Vullierens;542.00;79.20;118.00;338.00;86.00;101.00;0.00;0.00;5.00;6.20;2.33;14.00;22.00;10.00;51.30;49.60;9.00;0.00;49.20
Yens;1479.00;155.50;374.00;858.00;247.00;365.00;2.00;5.00;6.00;8.00;2.54;15.00;67.00;5.00;63.10;46.30;21.00;0.00;0.00
Boulens;369.00;107.90;84.00;224.00;61.00;32.00;0.00;1.00;5.00;7.30;2.44;5.00;16.00;1.00;60.40;52.10;X;0.00;8.20
Bussy-sur-Moudon;218.00;69.90;45.00;124.00;49.00;22.00;-3.00;1.00;3.00;5.30;2.31;7.00;7.00;0.00;53.20;46.20;6.00;0.00;18.30
Chavannes-sur-Moudon;223.00;43.30;51.00;127.00;45.00;19.00;2.00;0.00;2.00;12.40;2.51;15.00;7.00;0.00;52.10;38.50;X;0.00;55.40
Curtilles;300.00;60.50;64.00;185.00;51.00;30.00;1.00;1.00;2.00;3.10;2.29;9.00;14.00;0.00;58.60;50.00;X;0.00;-39.30
Dompierre (VD);245.00;76.30;46.00;154.00;45.00;30.00;6.00;0.00;2.00;10.20;2.49;12.00;8.00;0.00;50.00;44.50;X;0.00;33.50
Hermenches;382.00;80.10;74.00;240.00;68.00;48.00;1.00;2.00;2.00;6.30;2.56;11.00;7.00;0.00;54.50;47.00;X;0.00;37.40
Lovatens;142.00;40.90;23.00;89.00;30.00;8.00;0.00;0.00;3.00;9.80;2.33;8.00;9.00;0.00;45.10;45.80;X;0.00;50.40
Lucens;4298.00;222.90;1070.00;2584.00;644.00;1620.00;6.00;7.00;43.00;7.60;2.34;35.00;141.00;7.00;50.90;55.00;386.00;0.00;21.90
Moudon;6101.00;389.80;1633.00;3658.00;810.00;2772.00;18.00;21.00;58.00;9.90;2.46;20.00;311.00;18.00;45.30;60.60;586.00;0.00;2.30
Ogens;301.00;88.50;83.00;176.00;42.00;37.00;0.00;2.00;2.00;10.30;2.57;9.00;16.00;0.00;66.70;43.40;6.00;0.00;26.80
Prévonloup;202.00;109.80;52.00;108.00;42.00;21.00;1.00;3.00;2.00;2.20;2.24;4.00;6.00;4.00;59.00;43.90;X;0.00;40.40
Rossenges;84.00;77.80;16.00;55.00;13.00;15.00;2.00;0.00;0.00;7.30;2.05;5.00;4.00;0.00;55.60;57.80;X;0.00;-11.90
Syens;156.00;61.90;32.00;96.00;28.00;36.00;2.00;0.00;0.00;8.70;2.26;X;11.00;0.00;45.50;49.40;6.00;0.00;-12.90
Villars-le-Comte;120.00;28.60;23.00;66.00;31.00;9.00;1.00;0.00;0.00;7.40;2.22;7.00;6.00;0.00;62.50;65.20;X;0.00;-24.80
Vucherens;618.00;188.40;145.00;386.00;87.00;100.00;2.00;1.00;5.00;7.50;2.42;10.00;29.00;1.00;56.20;36.40;22.00;0.00;63.60
Montanaire;2777.00;82.90;704.00;1658.00;415.00;324.00;11.00;14.00;24.00;6.20;2.37;60.00;124.00;11.00;55.00;46.30;72.00;0.00;18.60
Arnex-sur-Nyon;242.00;118.60;65.00;147.00;30.00;59.00;3.00;1.00;1.00;8.60;2.60;X;11.00;6.00;53.80;53.50;X;0.00;38.10
Arzier-Le Muids;2916.00;56.20;708.00;1834.00;374.00;839.00;1.00;7.00;18.00;6.70;2.60;9.00;119.00;29.00;83.60;42.20;24.00;0.00;37.00
Bassins;1464.00;70.50;367.00;919.00;178.00;340.00;14.00;0.00;3.00;8.00;2.59;13.00;53.00;15.00;75.20;43.80;17.00;0.00;38.60
Begnins;1928.00;402.50;435.00;1154.00;339.00;570.00;-1.00;3.00;13.00;4.60;2.30;16.00;102.00;0.00;47.30;51.80;26.00;0.00;0.00
Bogis-Bossey;847.00;345.70;227.00;492.00;128.00;287.00;0.00;2.00;3.00;7.20;2.74;4.00;31.00;0.00;81.40;34.50;X;0.00;14.20
Borex;1153.00;579.40;293.00;676.00;184.00;324.00;8.00;6.00;3.00;6.10;2.49;7.00;49.00;9.00;78.40;39.80;X;0.00;14.00
Chavannes-de-Bogis;1341.00;468.90;361.00;779.00;201.00;489.00;4.00;2.00;4.00;8.50;2.68;9.00;128.00;0.00;79.00;46.30;X;0.00;-11.80
Chavannes-des-Bois;1002.00;472.60;327.00;572.00;103.00;364.00;5.00;2.00;6.00;12.00;3.05;X;22.00;3.00;81.40;44.60;X;0.00;35.60
Chéserex;1249.00;118.10;260.00;779.00;210.00;295.00;5.00;6.00;2.00;8.50;2.41;7.00;60.00;3.00;68.20;49.10;14.00;0.00;4.80
Coinsins;509.00;174.90;117.00;307.00;85.00;93.00;5.00;5.00;0.00;2.80;2.35;6.00;31.00;1.00;61.50;50.20;X;0.00;20.00
Commugny;3004.00;460.00;837.00;1674.00;493.00;1171.00;15.00;5.00;10.00;11.10;2.83;7.00;114.00;20.00;83.80;28.90;25.00;0.00;14.20
Coppet;3280.00;1754.00;816.00;1891.00;573.00;1264.00;8.00;12.00;17.00;6.50;2.48;4.00;197.00;27.00;76.00;39.10;21.00;0.00;12.30
Crans-près-Céligny;2336.00;542.00;587.00;1338.00;411.00;734.00;1.00;4.00;12.00;7.20;2.59;5.00;117.00;12.00;71.60;39.60;7.00;0.00;16.00
Crassier;1172.00;577.30;308.00;714.00;150.00;285.00;5.00;6.00;5.00;7.20;2.62;6.00;58.00;1.00;69.80;52.80;X;0.00;-1.70
Duillier;1131.00;275.20;271.00;711.00;149.00;263.00;8.00;5.00;3.00;5.80;2.52;6.00;59.00;0.00;64.30;48.80;12.00;0.00;29.70
Eysins;1738.00;730.30;459.00;1063.00;216.00;574.00;14.00;5.00;8.00;6.40;2.53;7.00;153.00;0.00;49.60;61.20;14.00;0.00;-5.80
Founex;3874.00;808.80;1100.00;2248.00;526.00;1659.00;14.00;4.00;12.00;10.00;2.78;8.00;151.00;0.00;74.60;42.50;19.00;0.00;11.80
Genolier;1989.00;409.30;473.00;1146.00;370.00;574.00;7.00;6.00;10.00;7.70;2.61;5.00;135.00;4.00;75.60;34.30;16.00;0.00;-3.50
Gingins;1252.00;99.70;290.00;727.00;235.00;316.00;8.00;1.00;3.00;7.30;2.45;14.00;60.00;4.00;72.80;43.50;8.00;0.00;4.00
Givrins;1031.00;260.40;236.00;617.00;178.00;287.00;2.00;2.00;5.00;7.40;2.55;13.00;49.00;6.00;72.20;38.90;11.00;0.00;1.90
Gland;13258.00;1593.50;3144.00;8484.00;1630.00;4566.00;64.00;48.00;66.00;4.90;2.39;15.00;836.00;45.00;52.90;63.20;329.00;0.00;1.20
Grens;406.00;159.20;90.00;256.00;60.00;74.00;0.00;0.00;3.00;6.50;2.64;6.00;22.00;9.00;56.30;42.20;X;0.00;55.80
Mies;2165.00;627.50;631.00;1216.00;318.00;866.00;-5.00;4.00;23.00;14.30;2.87;X;137.00;10.00;78.20;36.50;13.00;0.00;29.90
Nyon;21718.00;3193.80;4634.00;13693.00;3391.00;8776.00;114.00;78.00;151.00;4.50;2.17;12.00;2098.00;329.00;36.30;57.40;582.00;1.00;6.90
Prangins;4099.00;675.30;966.00;2383.00;750.00;1248.00;10.00;9.00;22.00;7.30;2.50;8.00;167.00;4.00;71.60;51.00;35.00;0.00;2.90
La Rippe;1137.00;68.50;279.00;710.00;148.00;286.00;4.00;1.00;4.00;7.10;2.51;12.00;57.00;2.00;62.30;46.40;X;0.00;-10.50
Saint-Cergue;2674.00;110.10;550.00;1687.00;437.00;841.00;7.00;5.00;18.00;4.00;2.09;X;113.00;20.00;79.00;53.70;101.00;0.00;34.60
Signy-Avenex;585.00;301.50;149.00;329.00;107.00;176.00;5.00;5.00;2.00;12.00;2.67;9.00;69.00;0.00;64.90;52.20;6.00;0.00;-25.40
Tannay;1641.00;906.60;439.00;926.00;276.00;628.00;7.00;4.00;5.00;9.70;2.74;X;76.00;6.00;86.90;27.90;X;0.00;21.60
Trélex;1449.00;251.10;342.00;887.00;220.00;360.00;1.00;4.00;7.00;8.30;2.71;9.00;66.00;0.00;76.70;34.80;7.00;0.00;7.60
Le Vaud;1364.00;438.60;358.00;805.00;201.00;273.00;-4.00;2.00;10.00;9.10;2.67;9.00;61.00;20.00;82.90;40.00;12.00;0.00;2.90
Vich;1155.00;745.20;276.00;736.00;143.00;364.00;3.00;5.00;6.00;6.40;2.36;4.00;81.00;44.00;63.60;50.30;6.00;0.00;57.20
L'Abergement;256.00;44.20;57.00;150.00;49.00;21.00;2.00;2.00;0.00;6.80;2.49;6.00;4.00;0.00;65.90;43.90;X;0.00;48.20
Agiez;376.00;68.90;98.00;225.00;53.00;67.00;7.00;0.00;0.00;7.00;2.39;7.00;13.00;0.00;48.40;53.90;12.00;0.00;35.60
Arnex-sur-Orbe;637.00;83.60;144.00;367.00;126.00;88.00;3.00;3.00;6.00;4.10;2.33;18.00;22.00;1.00;48.90;51.80;16.00;0.00;-1.60
Ballaigues;1144.00;126.30;256.00;652.00;236.00;243.00;-10.00;7.00;21.00;6.60;2.24;10.00;35.00;42.00;48.70;48.40;51.00;0.00;41.70
Baulmes;1075.00;47.80;208.00;666.00;201.00;176.00;0.00;7.00;10.00;4.70;2.21;15.00;53.00;31.00;40.80;54.30;38.00;0.00;30.20
Bavois;994.00;106.30;223.00;655.00;116.00;161.00;6.00;1.00;6.00;5.50;2.35;16.00;37.00;15.00;52.90;56.00;26.00;0.00;37.00
Bofflens;207.00;49.20;44.00;136.00;27.00;15.00;3.00;0.00;2.00;7.10;2.43;11.00;5.00;0.00;50.00;46.90;X;0.00;49.90
Bretonnières;267.00;49.00;72.00;155.00;40.00;22.00;1.00;3.00;4.00;11.80;2.62;7.00;10.00;0.00;69.20;40.50;X;0.00;-11.20
Chavornay;5229.00;271.20;1261.00;3339.00;629.00;1351.00;29.00;17.00;26.00;6.50;2.37;35.00;214.00;73.00;57.60;58.50;184.00;0.00;10.60
Les Clées;187.00;26.60;33.00;111.00;43.00;19.00;1.00;0.00;1.00;6.10;2.28;X;12.00;0.00;45.80;44.90;X;0.00;-10.80
Croy;397.00;88.60;66.00;231.00;100.00;53.00;-3.00;2.00;6.00;2.20;2.10;X;20.00;0.00;54.60;55.00;7.00;0.00;-7.50
Juriens;336.00;35.90;61.00;205.00;70.00;30.00;2.00;2.00;3.00;5.20;2.18;9.00;12.00;0.00;49.50;50.60;12.00;0.00;18.10
Lignerolle;435.00;40.90;101.00;266.00;68.00;78.00;9.00;1.00;1.00;10.70;2.57;10.00;23.00;0.00;54.80;44.80;17.00;0.00;-25.30
Montcherand;505.00;164.50;129.00;303.00;73.00;57.00;0.00;2.00;4.00;5.50;2.54;9.00;19.00;1.00;63.00;49.50;7.00;0.00;0.00
Orbe;7108.00;589.90;1639.00;4373.00;1096.00;2333.00;20.00;19.00;50.00;5.20;2.25;14.00;379.00;315.00;54.10;59.50;335.00;1.00;12.00
La Praz;175.00;34.20;30.00;112.00;33.00;22.00;0.00;0.00;1.00;6.80;2.36;6.00;5.00;1.00;58.70;47.10;X;0.00;64.70
Premier;218.00;35.60;46.00;113.00;59.00;19.00;0.00;0.00;0.00;7.40;2.32;8.00;6.00;0.00;64.70;59.10;X;0.00;18.50
Rances;513.00;52.20;109.00;308.00;96.00;55.00;-3.00;1.00;6.00;4.80;2.45;11.00;22.00;0.00;52.50;47.50;X;0.00;27.50
Romainmôtier-Envy;526.00;75.40;111.00;314.00;101.00;79.00;1.00;1.00;3.00;5.80;2.18;6.00;34.00;0.00;57.80;50.50;31.00;0.00;-13.20
Sergey;145.00;99.30;35.00;93.00;17.00;14.00;1.00;0.00;1.00;14.80;2.65;X;8.00;0.00;64.30;41.40;X;0.00;-6.90
Valeyres-sous-Rances;610.00;96.20;149.00;365.00;96.00;100.00;0.00;1.00;3.00;7.10;2.55;16.00;26.00;0.00;63.00;43.00;X;0.00;-14.60
Vallorbe;3863.00;166.60;855.00;2318.00;690.00;1208.00;1.00;12.00;33.00;5.50;2.14;12.00;180.00;12.00;46.90;60.30;356.00;0.00;6.00
Vaulion;505.00;38.40;104.00;307.00;94.00;47.00;-4.00;2.00;8.00;8.30;2.19;15.00;22.00;0.00;39.90;48.00;21.00;0.00;25.90
Vuiteboeuf;588.00;116.20;136.00;380.00;72.00;108.00;7.00;2.00;1.00;6.50;2.38;7.00;34.00;3.00;49.70;53.00;16.00;0.00;8.60
Corcelles-le-Jorat;451.00;56.80;92.00;265.00;94.00;73.00;1.00;0.00;4.00;5.80;2.18;11.00;18.00;0.00;45.70;41.10;X;0.00;-19.80
Essertes;390.00;234.90;87.00;243.00;60.00;65.00;2.00;1.00;2.00;4.00;2.22;X;11.00;0.00;56.00;46.00;X;0.00;15.60
Maracon;537.00;122.60;134.00;332.00;71.00;71.00;0.00;0.00;4.00;5.20;2.31;8.00;25.00;0.00;64.50;39.20;X;0.00;-3.70
Montpreveyres;653.00;158.50;159.00;426.00;68.00;154.00;6.00;1.00;3.00;6.10;2.48;X;29.00;0.00;57.30;45.80;10.00;0.00;-13.70
Ropraz;529.00;110.00;135.00;326.00;68.00;118.00;4.00;3.00;2.00;6.00;2.43;11.00;29.00;26.00;44.00;53.70;24.00;0.00;72.80
Servion;2078.00;328.80;486.00;1260.00;332.00;360.00;0.00;9.00;18.00;6.30;2.53;5.00;126.00;22.00;64.80;38.60;38.00;0.00;38.30
Vulliens;625.00;94.30;150.00;394.00;81.00;67.00;3.00;4.00;1.00;7.10;2.45;14.00;19.00;12.00;55.80;44.50;26.00;0.00;11.30
Jorat-Menthue;1602.00;90.80;389.00;967.00;246.00;234.00;20.00;3.00;5.00;5.70;2.46;24.00;64.00;0.00;54.40;45.80;27.00;0.00;-5.00
Oron;5664.00;230.10;1386.00;3380.00;898.00;1204.00;14.00;12.00;46.00;6.10;2.35;60.00;287.00;18.00;54.00;55.10;314.00;1.00;-2.50
Jorat-Mézières;2968.00;267.90;718.00;1774.00;476.00;465.00;1.00;6.00;31.00;6.50;2.33;30.00;159.00;38.00;61.40;49.50;76.00;1.00;6.10
Champtauroz;144.00;47.20;43.00;79.00;22.00;12.00;-3.00;1.00;4.00;8.60;2.48;7.00;5.00;1.00;51.90;42.00;X;0.00;124.10
Chevroux;494.00;145.30;104.00;300.00;90.00;49.00;-4.00;0.00;6.00;5.40;2.45;12.00;19.00;0.00;69.80;52.80;10.00;0.00;10.10
Corcelles-près-Payerne;2683.00;221.60;634.00;1637.00;412.00;760.00;15.00;8.00;15.00;7.70;2.35;30.00;103.00;24.00;52.80;54.30;167.00;0.00;37.40
Grandcour;967.00;94.80;230.00;564.00;173.00;163.00;4.00;4.00;3.00;8.10;2.36;21.00;34.00;7.00;55.70;49.10;24.00;0.00;15.60
Henniez;391.00;149.80;109.00;221.00;61.00;79.00;9.00;0.00;1.00;11.50;2.49;5.00;13.00;8.00;53.80;57.20;17.00;0.00;26.20
Missy;368.00;118.30;81.00;210.00;77.00;60.00;3.00;0.00;2.00;8.70;2.45;16.00;14.00;1.00;56.60;51.10;X;0.00;13.70
Payerne;10069.00;416.40;2361.00;6080.00;1628.00;4092.00;65.00;38.00;77.00;6.80;2.26;33.00;649.00;27.00;52.50;59.90;903.00;1.00;-3.10
Trey;302.00;79.70;80.00;180.00;42.00;40.00;-2.00;1.00;5.00;10.40;2.41;13.00;7.00;0.00;53.20;50.00;7.00;0.00;64.70
Treytorrens (Payerne);114.00;37.10;27.00;67.00;20.00;9.00;-1.00;0.00;3.00;8.30;2.31;7.00;X;1.00;53.20;33.30;X;0.00;53.30
Villarzel;477.00;62.30;124.00;277.00;76.00;74.00;8.00;5.00;3.00;9.70;2.42;14.00;17.00;0.00;49.40;41.40;20.00;0.00;38.80
Valbroye;3365.00;100.30;792.00;1983.00;590.00;778.00;15.00;13.00;31.00;7.20;2.37;87.00;135.00;32.00;51.70;50.60;164.00;0.00;15.90
Château-d'Oex;3487.00;30.70;709.00;1958.00;820.00;926.00;-22.00;10.00;60.00;6.40;2.13;74.00;247.00;44.00;46.90;53.30;53.00;1.00;17.00
Rossinière;534.00;22.90;115.00;296.00;123.00;59.00;0.00;1.00;4.00;9.00;2.40;13.00;29.00;0.00;53.10;47.80;6.00;0.00;-13.00
Rougemont;864.00;17.80;152.00;473.00;239.00;320.00;-4.00;1.00;13.00;4.80;1.96;25.00;60.00;0.00;48.40;56.10;14.00;0.00;10.50
Allaman;442.00;170.00;89.00;270.00;83.00;128.00;2.00;2.00;3.00;5.60;2.45;17.00;46.00;0.00;52.20;54.80;18.00;0.00;-17.90
Bursinel;492.00;276.40;117.00;293.00;82.00;121.00;6.00;1.00;0.00;7.60;2.64;X;29.00;18.00;50.00;45.60;6.00;0.00;37.30
Bursins;779.00;231.20;178.00;468.00;133.00;161.00;5.00;3.00;4.00;5.20;2.35;8.00;37.00;0.00;52.20;49.00;12.00;0.00;-16.60
Burtigny;403.00;71.00;113.00;226.00;64.00;86.00;2.00;0.00;1.00;11.30;2.55;9.00;24.00;2.00;51.80;57.00;X;0.00;32.90
Dully;624.00;378.20;153.00;372.00;99.00;184.00;1.00;2.00;2.00;9.40;2.65;4.00;33.00;1.00;76.80;30.40;X;0.00;-23.80
Essertines-sur-Rolle;741.00;106.60;205.00;430.00;106.00;184.00;4.00;0.00;3.00;10.20;2.60;13.00;27.00;0.00;58.70;41.80;9.00;0.00;16.40
Gilly;1428.00;184.00;326.00;916.00;186.00;440.00;10.00;2.00;3.00;4.20;2.37;16.00;58.00;5.00;57.60;48.70;15.00;0.00;29.30
Luins;619.00;231.80;137.00;401.00;81.00;183.00;1.00;1.00;5.00;6.90;2.37;13.00;36.00;2.00;49.40;48.90;9.00;0.00;-11.30
Mont-sur-Rolle;2658.00;688.60;646.00;1599.00;413.00;754.00;3.00;3.00;22.00;6.90;2.49;22.00;98.00;5.00;65.30;48.90;32.00;0.00;-9.70
Perroy;1518.00;521.60;366.00;923.00;229.00;456.00;8.00;2.00;5.00;6.90;2.43;11.00;79.00;8.00;57.90;48.40;35.00;0.00;7.30
Rolle;6260.00;2284.70;1671.00;3611.00;978.00;2710.00;0.00;13.00;60.00;5.20;2.28;5.00;505.00;21.00;39.10;57.60;148.00;0.00;4.30
Tartegnin;238.00;218.30;65.00;135.00;38.00;61.00;1.00;3.00;3.00;8.60;2.55;9.00;10.00;0.00;36.70;44.20;6.00;0.00;29.90
Vinzel;385.00;350.00;79.00;251.00;55.00;102.00;0.00;1.00;2.00;3.20;2.44;6.00;21.00;7.00;64.40;48.00;X;0.00;78.40
L'Abbaye;1474.00;46.20;282.00;841.00;351.00;212.00;4.00;9.00;14.00;5.70;2.09;10.00;81.00;11.00;61.30;51.50;22.00;0.00;-3.40
Le Chenit;4595.00;46.30;925.00;2631.00;1039.00;1189.00;-40.00;4.00;72.00;4.70;2.10;25.00;245.00;10.00;49.40;56.50;144.00;1.00;-0.40
Le Lieu;887.00;27.30;177.00;503.00;207.00;127.00;-9.00;3.00;17.00;5.20;2.10;12.00;44.00;2.00;58.10;50.20;19.00;0.00;-9.00
Blonay;6211.00;386.50;1453.00;3487.00;1271.00;1399.00;-53.00;8.00;85.00;5.30;2.41;17.00;309.00;20.00;75.70;48.40;84.00;0.00;17.60
Chardonne;3092.00;299.90;544.00;1901.00;647.00;761.00;-30.00;11.00;62.00;4.30;2.12;24.00;175.00;40.00;54.90;56.70;60.00;0.00;34.30
Corseaux;2315.00;2163.60;401.00;1293.00;621.00;653.00;-6.00;9.00;27.00;3.80;2.13;X;124.00;3.00;44.80;50.10;71.00;0.00;14.80
Corsier-sur-Vevey;3419.00;507.30;656.00;2111.00;652.00;1080.00;12.00;14.00;25.00;5.00;2.14;18.00;161.00;20.00;53.50;49.40;159.00;0.00;12.70
Jongny;1671.00;773.60;366.00;988.00;317.00;416.00;7.00;2.00;6.00;7.10;2.36;7.00;59.00;129.00;67.90;47.20;18.00;0.00;73.40
Montreux;26090.00;780.90;5133.00;15695.00;5262.00;11576.00;-150.00;86.00;372.00;4.20;1.99;30.00;1722.00;18.00;48.20;51.80;1964.00;1.00;5.30
Saint-Légier-La Chiésaz;5521.00;363.90;1273.00;3282.00;966.00;1357.00;-26.00;23.00;62.00;7.20;2.48;13.00;274.00;86.00;74.30;43.40;73.00;0.00;56.50
La Tour-de-Peilz;12068.00;3701.80;2507.00;7027.00;2534.00;3645.00;-2.00;28.00;109.00;4.30;2.10;7.00;548.00;16.00;51.90;54.30;632.00;0.00;14.00
Vevey;19752.00;8230.00;3934.00;12853.00;2965.00;8103.00;106.00;79.00;141.00;4.30;2.03;X;1790.00;45.00;21.60;54.20;1712.00;2.00;-8.60
Veytaux;952.00;140.60;161.00;600.00;191.00;342.00;11.00;6.00;4.00;2.30;1.82;X;53.00;2.00;44.30;51.50;104.00;0.00;20.30
Belmont-sur-Yverdon;397.00;61.50;97.00;249.00;51.00;53.00;1.00;0.00;2.00;5.00;2.48;10.00;13.00;0.00;59.70;45.50;22.00;0.00;57.10
Bioley-Magnoux;230.00;53.60;49.00;119.00;62.00;3.00;-3.00;0.00;4.00;7.40;2.45;5.00;10.00;0.00;61.30;48.10;7.00;0.00;13.10
Chamblon;560.00;195.80;104.00;354.00;102.00;62.00;3.00;2.00;2.00;1.60;2.30;X;27.00;0.00;70.60;35.80;13.00;0.00;36.40
Champvent;696.00;77.10;174.00;420.00;102.00;99.00;6.00;1.00;2.00;7.60;2.65;17.00;31.00;4.00;47.00;52.60;17.00;0.00;-5.80
Chavannes-le-Chêne;324.00;81.00;73.00;195.00;56.00;35.00;2.00;0.00;2.00;8.90;2.22;6.00;14.00;2.00;62.70;37.70;7.00;0.00;31.50
Chêne-Pâquier;143.00;67.80;30.00;91.00;22.00;26.00;-2.00;0.00;2.00;8.80;2.51;5.00;6.00;0.00;54.90;45.60;X;0.00;-40.70
Cheseaux-Noréaz;740.00;125.40;176.00;416.00;148.00;96.00;0.00;1.00;3.00;7.70;2.72;6.00;29.00;5.00;83.90;34.70;6.00;0.00;21.80
Cronay;396.00;60.20;92.00;225.00;79.00;41.00;4.00;0.00;2.00;5.80;2.28;13.00;11.00;0.00;56.90;49.00;X;0.00;-5.10
Cuarny;232.00;50.90;50.00;147.00;35.00;12.00;0.00;1.00;3.00;4.10;2.39;10.00;14.00;0.00;49.40;51.60;X;0.00;-34.00
Démoret;158.00;36.90;36.00;96.00;26.00;9.00;3.00;1.00;0.00;7.70;2.43;10.00;12.00;0.00;45.70;50.70;X;0.00;-12.70
Donneloye;828.00;91.90;209.00;489.00;130.00;95.00;10.00;4.00;3.00;9.20;2.45;20.00;25.00;2.00;63.30;39.60;10.00;0.00;-3.60
Ependes (VD);389.00;80.90;90.00;246.00;53.00;56.00;6.00;1.00;1.00;5.60;2.43;9.00;16.00;0.00;49.00;46.20;13.00;0.00;67.10
Mathod;651.00;98.80;151.00;419.00;81.00;98.00;5.00;3.00;3.00;11.70;2.62;12.00;23.00;19.00;49.60;50.00;29.00;0.00;76.70
Molondin;252.00;45.90;59.00;143.00;50.00;43.00;1.00;0.00;3.00;10.30;2.60;8.00;15.00;0.00;46.90;41.50;X;0.00;48.90
Montagny-près-Yverdon;738.00;209.70;177.00;430.00;131.00;104.00;0.00;4.00;5.00;9.70;2.64;5.00;131.00;0.00;57.70;48.00;10.00;0.00;-9.40
Oppens;204.00;56.80;39.00;135.00;30.00;51.00;1.00;0.00;0.00;15.30;2.74;10.00;8.00;0.00;50.70;45.50;X;0.00;-29.50
Orges;343.00;85.30;86.00;221.00;36.00;38.00;2.00;2.00;1.00;7.10;2.43;6.00;18.00;0.00;55.20;58.60;10.00;0.00;23.70
Orzens;201.00;47.90;32.00;124.00;45.00;15.00;0.00;0.00;2.00;4.30;2.14;8.00;8.00;0.00;50.00;45.80;X;0.00;-29.30
Pomy;807.00;143.60;221.00;489.00;97.00;75.00;7.00;3.00;4.00;8.40;2.70;14.00;20.00;4.00;56.50;40.90;6.00;0.00;7.50
Rovray;202.00;63.10;56.00;118.00;28.00;29.00;2.00;1.00;1.00;13.90;2.54;12.00;X;2.00;45.20;42.50;X;0.00;77.50
